Distance,AverageDensity_Near,AverageDensity_Mid,AverageDensity_Far,AverageD2surface,PBPotential
14.105,6.5,38.5,365.0,2.257,0.044
7.508,8.0,53.5,383.0,2.402,0.504
13.737,9.5,45.5,346.5,1.384,0.082
16.292,10.5,49.0,397.5,1.879,0.040
20.548,10.5,47.5,361.0,1.899,0.017
21.733,10.0,63.5,405.5,4.605,0.016
27.612,10.5,32.5,301.0,2.108,0.004
26.029,8.0,68.0,335.5,4.106,0.007
30.019,9.5,43.0,287.5,2.010,0.002
25.717,8.0,51.0,357.0,3.525,0.006
28.117,7.5,38.5,305.5,0.839,0.004
27.908,8.5,44.0,306.5,3.130,0.003
23.977,9.5,69.0,378.0,5.013,0.011
22.337,11.0,58.0,404.5,3.196,0.013
25.519,9.0,43.0,325.5,1.384,0.005
24.596,8.0,47.5,353.0,4.222,0.006
18.054,10.0,67.5,460.5,5.348,0.038
19.199,10.0,48.0,380.5,3.409,0.015
24.528,6.0,31.0,298.5,0.839,0.005
16.245,8.5,37.5,386.5,1.384,0.033
14.891,10.5,65.0,404.5,3.635,0.064
18.627,6.5,32.5,318.0,0.839,0.017
17.715,8.5,48.5,308.5,1.729,0.023
14.650,8.0,55.5,369.5,2.449,0.061
10.609,11.0,59.0,361.0,3.564,0.232
12.581,9.0,35.0,311.0,2.059,0.080
16.218,6.0,25.5,243.5,0.839,0.050
16.388,8.0,70.0,464.0,6.146,0.059
16.126,7.0,42.0,355.0,4.362,0.060
22.218,8.0,68.0,379.5,4.200,0.018
21.890,7.5,43.5,290.5,1.453,0.022
26.056,9.0,44.5,294.5,1.384,0.007
26.355,7.5,35.0,230.5,0.839,0.007
22.391,9.0,36.5,270.5,1.384,0.019
25.864,11.0,50.0,326.5,3.366,0.007
18.410,10.0,58.0,377.5,3.694,0.040
22.439,9.0,61.0,406.0,4.132,0.013
13.086,7.0,52.5,409.5,3.812,0.112
11.712,10.0,60.5,404.0,4.667,0.181
10.471,6.5,42.0,354.5,2.047,0.171
8.314,10.0,56.0,314.5,3.862,0.438
7.279,7.0,43.0,285.5,3.096,0.631
6.823,8.5,58.0,303.5,3.241,0.649
5.799,12.0,51.5,487.0,1.585,1.581
7.712,12.0,50.0,450.5,1.605,0.605
11.320,11.5,66.0,495.0,4.311,0.347
16.037,12.0,35.0,390.5,1.814,0.053
15.954,9.5,70.5,425.0,3.812,0.092
21.904,10.0,33.5,343.5,0.545,0.014
20.822,11.0,45.5,377.0,1.716,0.015
17.409,9.5,53.5,446.5,3.231,0.042
21.443,9.0,41.0,395.0,0.545,0.010
19.570,10.0,46.5,396.0,2.836,0.024
14.344,11.0,71.5,467.5,4.719,0.167
16.485,12.5,60.5,494.0,2.901,0.077
20.230,10.5,45.5,415.0,1.090,0.017
16.136,9.5,50.0,442.5,3.928,0.053
11.612,11.5,70.0,550.0,5.054,0.405
16.985,11.5,50.5,470.0,3.115,0.042
19.397,7.5,33.5,388.0,0.545,0.024
10.499,10.0,40.0,476.0,1.090,0.223
13.906,12.0,67.5,494.0,3.341,0.153
19.426,8.0,35.0,407.5,0.545,0.015
15.710,10.0,51.0,398.0,1.435,0.066
12.383,9.5,58.0,459.0,2.155,0.193
13.293,12.5,61.5,450.5,3.270,0.188
18.685,10.5,37.5,400.5,1.765,0.019
20.832,7.5,28.0,333.0,0.545,0.016
11.488,9.5,72.5,553.5,5.852,0.452
13.311,8.5,44.5,444.5,4.069,0.108
13.310,9.5,70.5,469.0,3.906,0.205
14.946,9.0,46.0,380.0,1.159,0.072
17.867,10.5,47.0,384.0,1.090,0.032
18.314,9.0,37.5,320.0,0.545,0.026
13.385,10.5,39.0,360.0,1.090,0.102
15.342,12.5,52.5,416.0,3.072,0.085
9.347,11.5,60.5,467.0,3.400,0.460
14.953,10.5,63.5,495.5,3.838,0.116
11.658,8.5,55.0,499.0,3.518,0.216
12.892,11.5,63.0,493.5,4.373,0.232
12.782,8.0,44.5,444.0,1.753,0.131
15.344,11.5,58.5,404.0,3.568,0.084
16.122,8.5,45.5,375.0,2.802,0.049
14.024,10.0,60.5,393.0,2.947,0.099
5.329,13.0,53.5,501.5,2.099,1.917
7.641,12.5,69.5,546.0,4.806,1.190
11.791,13.0,38.5,441.5,2.309,0.189
12.398,10.5,74.0,476.0,4.307,0.270
17.963,11.0,37.0,394.5,1.040,0.044
17.998,12.0,49.0,428.0,2.212,0.035
15.539,10.5,57.0,497.5,3.726,0.079
18.717,10.0,44.5,446.0,1.040,0.021
15.213,11.0,50.0,447.0,3.331,0.091
11.020,12.0,75.0,518.5,5.214,0.464
13.752,13.5,64.0,545.0,3.397,0.184
17.055,11.5,49.0,466.0,1.585,0.042
11.201,10.5,53.5,493.5,4.423,0.256
8.151,12.5,73.5,601.0,5.550,1.220
13.629,12.5,54.0,521.0,3.610,0.114
14.094,8.5,37.0,439.0,1.040,0.118
5.631,11.0,43.5,527.0,1.585,1.198
11.081,13.0,71.0,545.0,3.836,0.373
16.082,9.0,38.5,458.5,1.040,0.038
11.241,11.0,54.5,449.0,1.930,0.246
8.569,10.5,61.5,510.0,2.650,0.605
11.872,13.5,65.0,501.5,3.765,0.314
17.660,11.5,41.0,451.5,2.260,0.028
21.757,8.5,31.5,384.0,1.040,0.011
9.692,10.5,76.0,604.5,6.347,0.873
15.264,9.5,48.0,495.5,4.563,0.058
12.665,10.5,74.0,520.0,4.402,0.297
16.975,10.0,49.5,431.0,1.654,0.041
18.161,11.5,50.5,435.0,1.585,0.029
20.113,10.0,41.0,371.0,1.040,0.015
16.064,11.5,42.5,411.0,1.585,0.052
14.954,13.5,56.0,467.0,3.567,0.099
11.120,12.5,64.0,518.0,3.895,0.334
12.898,11.5,67.0,546.5,4.333,0.238
13.268,9.5,58.5,550.0,4.013,0.157
12.461,12.5,66.5,544.5,4.867,0.309
15.144,9.0,48.0,495.0,2.248,0.058
15.610,12.5,62.0,455.0,4.063,0.090
17.860,9.5,49.0,426.0,3.297,0.027
13.965,11.0,64.0,444.0,3.442,0.116
5.691,12.5,68.0,509.5,4.825,2.837
8.523,13.0,37.0,405.0,2.329,0.344
9.729,10.5,72.5,439.5,4.327,0.577
14.807,11.0,35.5,358.0,1.060,0.061
15.156,12.0,47.5,391.5,2.231,0.064
13.290,10.5,55.5,461.0,3.745,0.138
17.316,10.0,43.0,409.5,1.060,0.026
13.853,11.0,48.5,410.5,3.350,0.099
8.864,12.0,73.5,482.0,5.234,0.912
13.648,13.5,62.5,508.5,3.416,0.181
16.858,11.5,47.5,429.5,1.605,0.042
10.733,10.5,52.0,457.0,4.442,0.227
9.703,12.5,72.0,564.5,5.569,0.743
15.999,12.5,52.5,484.5,3.630,0.058
15.811,8.5,35.5,402.5,1.060,0.066
10.228,11.0,42.0,490.5,1.605,0.286
14.705,13.0,69.5,508.5,3.855,0.133
19.548,9.0,37.0,422.0,1.060,0.017
15.433,11.0,53.0,412.5,1.950,0.090
13.328,10.5,60.0,473.5,2.670,0.159
16.382,13.5,63.5,465.0,3.785,0.088
21.798,11.5,39.5,415.0,2.280,0.010
24.017,8.5,30.0,347.5,1.060,0.007
11.291,10.5,74.5,568.0,6.367,0.507
15.718,9.5,46.5,459.0,4.583,0.053
10.424,10.5,72.5,483.5,4.421,0.532
15.110,10.0,48.0,394.5,1.673,0.067
15.400,11.5,49.0,398.5,1.605,0.061
17.218,10.0,39.5,334.5,1.060,0.034
13.425,11.5,41.0,374.5,1.605,0.118
11.175,13.5,54.5,430.5,3.587,0.274
9.619,12.5,62.5,481.5,3.915,0.474
11.730,11.5,65.5,510.0,4.353,0.323
14.885,9.5,57.0,513.5,4.032,0.092
15.723,12.5,65.0,508.0,4.887,0.117
17.458,9.0,46.5,458.5,2.268,0.036
19.757,12.5,60.5,418.5,4.083,0.030
21.502,9.5,47.5,389.5,3.317,0.013
18.871,11.0,62.5,407.5,3.462,0.032
6.741,12.5,53.0,449.5,5.035,1.036
4.809,10.0,88.5,484.0,7.033,6.590
10.891,10.5,51.5,402.5,3.766,0.213
10.399,11.5,63.5,436.0,4.938,0.465
8.743,10.0,71.5,505.5,6.452,1.060
11.923,9.5,59.0,454.0,3.766,0.171
8.476,10.5,64.5,455.0,6.056,0.751
3.488,11.5,89.5,526.5,7.940,13.084
8.449,13.0,78.5,553.0,6.123,1.587
11.308,11.0,63.5,474.0,4.311,0.325
5.868,10.0,68.0,501.5,7.149,1.778
5.857,12.0,88.0,609.0,8.276,4.663
11.736,12.0,68.5,529.0,6.336,0.299
11.713,8.0,51.5,447.0,3.766,0.191
10.052,10.5,58.0,535.0,4.311,0.462
11.961,12.5,85.5,553.0,6.562,0.466
16.011,8.5,53.0,466.5,3.766,0.058
13.516,10.5,69.0,457.0,4.656,0.186
12.325,10.0,76.0,518.0,5.376,0.325
15.080,13.0,79.5,509.5,6.491,0.212
19.679,11.0,55.5,459.5,4.986,0.026
21.626,8.0,46.0,392.0,3.766,0.020
8.104,10.0,90.5,612.5,9.073,2.338
14.407,9.0,62.5,503.5,7.290,0.111
7.501,10.0,88.5,528.0,7.127,2.624
14.217,9.5,64.0,439.0,4.380,0.130
12.945,11.0,65.0,443.0,4.311,0.199
16.342,9.5,55.5,379.0,3.766,0.050
14.079,11.0,57.0,419.0,4.311,0.119
9.346,13.0,70.5,475.0,6.293,0.883
9.641,12.0,78.5,526.0,6.621,0.895
6.988,11.0,81.5,554.5,7.059,2.688
13.699,9.0,73.0,558.0,6.739,0.230
13.798,12.0,81.0,552.5,7.594,0.345
16.880,8.5,62.5,503.0,4.974,0.058
18.667,12.0,76.5,463.0,6.789,0.067
20.930,9.0,63.5,434.0,6.023,0.021
18.772,10.5,78.5,452.0,6.168,0.053
6.111,10.5,57.5,379.5,4.536,1.332
7.469,11.0,20.5,298.0,1.269,0.411
11.145,12.0,32.5,331.5,2.441,0.132
12.437,10.5,40.5,401.0,3.955,0.107
14.762,10.0,28.0,349.5,1.269,0.037
8.784,11.0,33.5,350.5,3.559,0.353
7.341,12.0,58.5,422.0,5.443,0.917
13.462,13.5,47.5,448.5,3.625,0.112
14.969,11.5,32.5,369.5,1.814,0.051
7.141,10.5,37.0,397.0,4.652,0.591
11.899,12.5,57.0,504.5,5.779,0.233
16.728,12.5,37.5,424.5,3.839,0.042
13.139,8.5,20.5,342.5,1.269,0.134
13.660,11.0,27.0,430.5,1.814,0.149
17.493,13.0,54.5,448.5,4.064,0.051
20.598,9.0,22.0,362.0,1.269,0.018
16.927,11.0,38.0,352.5,2.159,0.077
16.601,10.5,45.0,413.5,2.879,0.081
20.785,13.5,48.5,405.0,3.994,0.027
25.535,11.5,24.5,355.0,2.489,0.006
28.207,8.5,15.0,287.5,1.269,0.003
14.653,10.5,59.5,508.0,6.576,0.116
20.894,9.5,31.5,399.0,4.792,0.009
12.684,10.5,57.5,423.5,4.630,0.159
19.430,10.0,33.0,334.5,1.882,0.014
16.963,11.5,34.0,338.5,1.814,0.027
20.364,10.0,24.5,274.5,1.269,0.011
18.536,11.5,26.0,314.5,1.814,0.021
12.336,13.5,39.5,370.5,3.796,0.115
15.341,12.5,47.5,421.5,4.124,0.060
12.247,11.5,50.5,450.0,4.562,0.156
20.417,9.5,42.0,453.5,4.242,0.015
20.261,12.5,50.0,448.0,5.096,0.027
23.578,9.0,31.5,398.5,2.478,0.006
24.900,12.5,45.5,358.5,4.292,0.008
27.459,9.5,32.5,329.5,3.526,0.003
24.367,11.0,47.5,347.5,3.671,0.011
6.534,8.5,56.0,332.5,3.267,0.778
6.007,9.5,68.0,366.0,4.438,2.204
6.517,8.0,76.0,435.5,5.953,2.088
8.853,7.5,63.5,384.0,3.267,0.370
5.112,8.5,69.0,385.0,5.558,2.680
2.171,9.5,94.0,456.5,7.441,26.099
7.990,11.0,83.0,483.0,5.623,1.571
9.483,9.0,68.0,404.0,3.812,0.480
5.477,8.0,72.5,431.5,6.650,1.847
8.744,10.0,92.5,539.0,7.777,1.619
13.016,10.0,73.0,459.0,5.837,0.181
12.081,6.0,56.0,377.0,3.267,0.175
14.067,8.5,62.5,465.0,3.812,0.155
14.772,10.5,90.0,483.0,6.062,0.187
17.713,6.5,57.5,396.5,3.267,0.043
16.393,8.5,73.5,387.0,4.157,0.086
16.008,8.0,80.5,448.0,4.877,0.118
18.615,11.0,84.0,439.5,5.992,0.077
22.449,9.0,60.0,389.5,4.487,0.015
23.479,6.0,50.5,322.0,3.267,0.015
10.777,8.0,95.0,542.5,8.574,0.899
16.593,7.0,67.0,433.5,6.790,0.056
7.961,8.0,93.0,458.0,6.628,1.970
15.270,7.5,68.5,369.0,3.881,0.087
12.081,9.0,69.5,373.0,3.812,0.215
16.363,7.5,60.0,309.0,3.267,0.048
15.608,9.0,61.5,349.0,3.812,0.071
8.617,11.0,75.0,405.0,5.794,0.971
12.242,10.0,83.0,456.0,6.122,0.371
6.607,9.0,86.0,484.5,6.560,2.667
16.572,7.0,77.5,488.0,6.240,0.090
16.862,10.0,85.5,482.5,7.095,0.132
20.057,6.5,67.0,433.0,4.476,0.025
22.073,10.0,81.0,393.0,6.290,0.027
24.361,7.0,68.0,364.0,5.524,0.010
22.753,8.5,83.0,382.0,5.669,0.021
6.705,10.0,31.0,284.5,1.171,0.459
10.838,8.5,39.0,354.0,2.686,0.133
11.196,8.0,26.5,302.5,0.000,0.088
6.475,9.0,32.0,303.5,2.291,0.546
8.675,10.0,57.0,375.0,4.174,0.407
13.095,11.5,46.0,401.5,2.357,0.092
12.831,9.5,31.0,322.5,0.545,0.077
9.080,8.5,35.5,350.0,3.383,0.328
14.791,10.5,55.5,457.5,4.510,0.090
17.861,10.5,36.0,377.5,2.570,0.034
14.569,6.5,19.0,295.5,0.000,0.092
19.100,9.0,25.5,383.5,0.545,0.042
20.327,11.0,53.0,401.5,2.796,0.025
22.204,7.0,20.5,315.0,0.000,0.015
20.802,9.0,36.5,305.5,0.890,0.030
21.186,8.5,43.5,366.5,1.610,0.028
24.471,11.5,47.0,358.0,2.725,0.012
28.054,9.5,23.0,308.0,1.220,0.004
29.252,6.5,13.5,240.5,0.000,0.003
17.051,8.5,58.0,461.0,5.307,0.050
22.744,7.5,30.0,352.0,3.523,0.007
13.665,8.5,56.0,376.5,3.361,0.089
20.540,8.0,31.5,287.5,0.614,0.011
16.171,9.5,32.5,291.5,0.545,0.038
20.519,8.0,23.0,227.5,0.000,0.014
20.682,9.5,24.5,267.5,0.545,0.013
12.758,11.5,38.0,323.5,2.527,0.087
18.298,10.5,46.0,374.5,2.855,0.024
12.308,9.5,49.0,403.0,3.293,0.110
22.976,7.5,40.5,406.5,2.973,0.008
23.041,10.5,48.5,401.0,3.828,0.013
26.505,7.0,30.0,351.5,1.208,0.003
28.196,10.5,44.0,311.5,3.023,0.004
30.714,7.5,31.0,282.5,2.257,0.002
28.744,9.0,46.0,300.5,2.402,0.004
5.110,9.5,51.0,387.5,3.857,1.725
5.631,9.0,38.5,336.0,1.171,0.748
6.793,10.0,44.0,337.0,3.462,0.794
7.009,11.0,69.0,408.5,5.346,1.561
9.018,12.5,58.0,435.0,3.528,0.498
8.777,10.5,43.0,356.0,1.716,0.320
10.164,9.5,47.5,383.5,4.554,0.211
12.885,11.5,67.5,491.0,5.681,0.227
15.480,11.5,48.0,411.0,3.741,0.061
15.629,7.5,31.0,329.0,1.171,0.051
19.532,10.0,37.5,417.0,1.716,0.023
18.353,12.0,65.0,435.0,3.967,0.043
20.433,8.0,32.5,348.5,1.171,0.021
21.001,10.0,48.5,339.0,2.062,0.018
20.902,9.5,55.5,400.0,2.782,0.021
22.482,12.5,59.0,391.5,3.897,0.019
25.227,10.5,35.0,341.5,2.391,0.008
24.231,7.5,25.5,274.0,1.171,0.013
13.906,9.5,70.0,494.5,6.479,0.173
17.909,8.5,42.0,385.5,4.695,0.030
9.273,9.5,68.0,410.0,4.533,0.538
15.528,9.0,43.5,321.0,1.785,0.057
10.546,10.5,44.5,325.0,1.716,0.245
15.466,9.0,35.0,261.0,1.171,0.061
16.757,10.5,36.5,301.0,1.716,0.035
8.957,12.5,50.0,357.0,3.699,0.429
14.761,11.5,58.0,408.0,4.027,0.084
7.792,10.5,61.0,436.5,4.465,0.783
18.801,8.5,52.5,440.0,4.144,0.031
19.799,11.5,60.5,434.5,4.999,0.036
22.441,8.0,42.0,385.0,2.380,0.012
25.245,11.5,56.0,345.0,4.194,0.009
27.145,8.5,43.0,316.0,3.429,0.005
26.880,10.0,58.0,334.0,3.574,0.005
5.371,7.5,46.5,405.5,2.686,0.996
8.745,8.5,52.0,406.5,4.976,0.440
5.824,9.5,77.0,478.0,6.860,3.058
6.026,11.0,66.0,504.5,5.042,1.662
7.589,9.0,51.0,425.5,3.231,0.581
10.458,8.0,55.5,453.0,6.069,0.237
10.004,10.0,75.5,560.5,7.195,0.684
13.054,10.0,56.0,480.5,5.255,0.129
15.713,6.0,39.0,398.5,2.686,0.044
17.508,8.5,45.5,486.5,3.231,0.038
15.323,10.5,73.0,504.5,5.481,0.115
18.194,6.5,40.5,418.0,2.686,0.036
19.282,8.5,56.5,408.5,3.576,0.025
18.518,8.0,63.5,469.5,4.296,0.043
18.996,11.0,67.0,461.0,5.411,0.051
21.611,9.0,43.0,411.0,3.905,0.019
19.635,6.0,33.5,343.5,2.686,0.040
9.965,8.0,78.0,564.0,7.993,0.647
12.812,7.0,50.0,455.0,6.209,0.105
4.765,8.0,76.0,479.5,6.047,3.817
10.936,7.5,51.5,390.5,3.299,0.191
6.770,9.0,52.5,394.5,3.231,0.744
11.841,7.5,43.0,330.5,2.686,0.122
12.791,9.0,44.5,370.5,3.231,0.091
6.376,11.0,58.0,426.5,5.213,1.308
10.360,10.0,66.0,477.5,5.540,0.367
3.574,9.0,69.0,506.0,5.979,5.407
13.897,7.0,60.5,509.5,5.659,0.115
15.638,10.0,68.5,504.0,6.513,0.120
17.543,6.5,50.0,454.5,3.894,0.040
21.126,10.0,64.0,414.5,5.709,0.026
22.556,7.0,51.0,385.5,4.943,0.014
23.168,8.5,66.0,403.5,5.088,0.013
7.684,8.0,39.5,355.0,2.291,0.320
8.659,9.0,64.5,426.5,4.174,0.448
5.961,10.5,53.5,453.0,2.357,0.923
4.224,8.5,38.5,374.0,0.545,1.332
10.877,7.5,43.0,401.5,3.383,0.112
11.649,9.5,63.0,509.0,4.510,0.205
12.079,9.5,43.5,429.0,2.570,0.122
14.409,5.5,26.5,347.0,0.000,0.055
19.210,8.0,33.0,435.0,0.545,0.017
15.704,10.0,60.5,453.0,2.796,0.071
16.888,6.0,28.0,366.5,0.000,0.046
19.421,8.0,44.0,357.0,0.890,0.018
19.568,7.5,51.0,418.0,1.610,0.022
19.964,10.5,54.5,409.5,2.725,0.032
21.540,8.5,30.5,359.5,1.220,0.019
20.080,5.5,21.0,292.0,0.000,0.035
11.893,7.5,65.5,512.5,5.307,0.223
15.947,6.5,37.5,403.5,3.523,0.053
9.786,7.5,63.5,428.0,3.361,0.348
15.403,7.0,39.0,339.0,0.614,0.064
11.122,8.5,40.0,343.0,0.545,0.208
16.341,7.0,30.5,279.0,0.000,0.054
17.895,8.5,32.0,319.0,0.545,0.026
11.640,10.5,45.5,375.0,2.527,0.170
15.133,9.5,53.5,426.0,2.855,0.066
6.586,8.5,56.5,454.5,3.293,0.845
16.609,6.5,48.0,458.0,2.973,0.054
16.914,9.5,56.0,452.5,3.828,0.068
20.045,6.0,37.5,403.0,1.208,0.023
22.194,9.5,51.5,363.0,3.023,0.019
24.153,6.5,38.5,334.0,2.257,0.010
24.572,8.0,53.5,352.0,2.402,0.009
6.019,10.0,70.0,427.5,6.465,2.074
7.893,11.5,59.0,454.0,4.647,0.762
7.323,9.5,44.0,375.0,2.836,0.524
4.549,8.5,48.5,402.5,5.674,1.569
9.862,10.5,68.5,510.0,6.800,0.498
11.598,10.5,49.0,430.0,4.861,0.162
9.106,6.5,32.0,348.0,2.291,0.327
15.011,9.0,38.5,436.0,2.836,0.094
14.562,11.0,66.0,454.0,5.086,0.101
15.861,7.0,33.5,367.5,2.291,0.060
15.517,9.0,49.5,358.0,3.181,0.081
16.236,8.5,56.5,419.0,3.901,0.074
19.010,11.5,60.0,410.5,5.016,0.040
22.050,9.5,36.0,360.5,3.511,0.014
24.067,6.5,26.5,293.0,2.291,0.010
12.206,8.5,71.0,513.5,7.598,0.257
19.225,7.5,43.0,404.5,5.814,0.015
11.687,8.5,69.0,429.0,5.652,0.273
18.976,8.0,44.5,340.0,2.904,0.018
15.399,9.5,45.5,344.0,2.836,0.051
20.247,8.0,36.0,280.0,2.291,0.013
20.066,9.5,37.5,320.0,2.836,0.013
13.068,11.5,51.0,376.0,4.818,0.118
16.316,10.5,59.0,427.0,5.146,0.057
8.602,9.5,62.0,455.5,5.584,0.607
18.821,7.5,53.5,459.0,5.264,0.026
17.744,10.5,61.5,453.5,6.118,0.052
22.174,7.0,43.0,404.0,3.499,0.009
22.740,10.5,57.0,364.0,5.314,0.014
25.630,7.5,44.0,335.0,4.548,0.005
23.572,9.0,59.0,353.0,4.693,0.011
6.492,12.5,84.0,525.5,6.530,3.067
8.748,10.5,69.0,446.5,4.719,0.725
5.482,9.5,73.5,474.0,7.557,2.266
6.826,11.5,93.5,581.5,8.684,3.564
11.494,11.5,74.0,501.5,6.744,0.323
11.749,7.5,57.0,419.5,4.174,0.185
12.777,10.0,63.5,507.5,4.719,0.231
12.975,12.0,91.0,525.5,6.970,0.364
16.278,8.0,58.5,439.0,4.174,0.062
15.188,10.0,74.5,429.5,5.064,0.119
14.515,9.5,81.5,490.5,5.784,0.197
16.699,12.5,85.0,482.0,6.899,0.148
20.534,10.5,61.0,432.0,5.394,0.026
21.464,7.5,51.5,364.5,4.174,0.025
8.654,9.5,96.0,585.0,9.481,1.983
14.585,8.5,68.0,476.0,7.697,0.104
6.447,9.5,94.0,500.5,7.536,3.752
13.815,9.0,69.5,411.5,4.788,0.147
11.227,10.5,70.5,415.5,4.719,0.317
15.427,9.0,61.0,351.5,4.174,0.064
14.369,10.5,62.5,391.5,4.719,0.109
8.135,12.5,76.0,447.5,6.701,1.344
10.512,11.5,84.0,498.5,7.029,0.722
4.917,10.5,87.0,527.0,7.467,5.758
14.427,8.5,78.5,530.5,7.147,0.184
14.760,11.5,86.5,525.0,8.002,0.268
17.897,8.0,68.0,475.5,5.383,0.046
20.001,11.5,82.0,435.5,7.197,0.050
22.206,8.5,69.0,406.5,6.431,0.017
20.810,10.0,84.0,424.5,6.577,0.035
3.860,12.0,58.0,473.0,2.901,4.870
8.322,11.0,62.5,500.5,5.739,0.696
6.034,13.0,82.5,608.0,6.866,3.820
7.082,13.0,63.0,528.0,4.926,0.970
11.334,9.0,46.0,446.0,2.357,0.153
13.918,11.5,52.5,534.0,2.901,0.128
9.960,13.5,80.0,552.0,5.152,0.624
12.208,9.5,47.5,465.5,2.357,0.157
14.305,11.5,63.5,456.0,3.247,0.103
13.971,11.0,70.5,517.0,3.966,0.183
14.090,14.0,74.0,508.5,5.082,0.213
16.247,12.0,50.0,458.5,3.577,0.060
16.290,9.0,40.5,391.0,2.357,0.073
6.070,11.0,85.0,611.5,7.664,3.247
12.126,10.0,57.0,502.5,5.880,0.148
7.609,11.0,83.0,527.0,5.718,1.530
13.597,10.5,58.5,438.0,2.970,0.122
11.461,12.0,59.5,442.0,2.901,0.246
16.077,10.5,50.0,378.0,2.357,0.060
15.921,12.0,51.5,418.0,2.901,0.056
11.328,14.0,65.0,474.0,4.883,0.339
11.643,13.0,73.0,525.0,5.212,0.351
3.426,12.0,76.0,553.5,5.649,7.527
11.763,10.0,67.5,557.0,5.329,0.258
11.230,13.0,75.5,551.5,6.184,0.461
15.090,9.5,57.0,502.0,3.565,0.070
16.559,13.0,71.0,462.0,5.380,0.085
18.804,10.0,58.0,433.0,4.614,0.030
18.657,11.5,73.0,451.0,4.759,0.044
9.331,9.0,47.5,421.5,3.928,0.272
9.223,11.0,67.5,529.0,5.054,0.639
8.100,11.0,48.0,449.0,3.115,0.450
11.219,7.0,31.0,367.0,0.545,0.139
16.494,9.5,37.5,455.0,1.090,0.040
12.136,11.5,65.0,473.0,3.341,0.198
12.730,7.5,32.5,386.5,0.545,0.134
15.833,9.5,48.5,377.0,1.435,0.049
16.289,9.0,55.5,438.0,2.155,0.058
16.572,12.0,59.0,429.5,3.270,0.076
17.892,10.0,35.0,379.5,1.765,0.041
18.011,7.0,25.5,312.0,0.545,0.045
9.631,9.0,70.0,532.5,5.852,0.518
15.352,8.0,42.0,423.5,4.069,0.052
10.739,9.0,68.0,448.0,3.906,0.332
16.582,8.5,43.5,359.0,1.159,0.048
13.533,10.0,44.5,363.0,1.090,0.114
18.527,8.5,35.0,299.0,0.545,0.031
19.160,10.0,36.5,339.0,1.090,0.019
13.771,12.0,50.0,395.0,3.072,0.106
15.311,11.0,58.0,446.0,3.400,0.074
6.583,10.0,61.0,474.5,3.838,1.107
15.130,8.0,52.5,478.0,3.518,0.070
14.040,11.0,60.5,472.5,4.373,0.137
18.294,7.5,42.0,423.0,1.753,0.026
19.048,11.0,56.0,383.0,3.568,0.037
21.526,8.0,43.0,354.0,2.802,0.015
21.319,9.5,58.0,372.0,2.947,0.018
7.115,10.0,72.0,556.5,7.893,1.315
10.081,10.0,52.5,476.5,5.953,0.227
6.766,6.0,35.5,394.5,3.383,0.526
10.625,8.5,42.0,482.5,3.928,0.274
11.796,10.5,69.5,500.5,6.178,0.206
13.896,6.5,37.0,414.0,3.383,0.071
11.763,8.5,53.0,404.5,4.273,0.191
12.241,8.0,60.0,465.5,4.993,0.191
15.880,11.0,63.5,457.0,6.108,0.079
19.769,9.0,39.5,407.0,4.603,0.018
23.283,6.0,30.0,339.5,3.383,0.009
10.241,8.0,74.5,560.0,8.690,0.496
18.259,7.0,46.5,451.0,6.906,0.018
11.609,8.0,72.5,475.5,6.745,0.288
18.855,7.5,48.0,386.5,3.997,0.018
16.536,9.0,49.0,390.5,3.928,0.035
20.838,7.5,39.5,326.5,3.383,0.010
19.452,9.0,41.0,366.5,3.928,0.015
13.580,11.0,54.5,422.5,5.910,0.102
14.941,10.0,62.5,473.5,6.238,0.085
8.941,9.0,65.5,502.0,6.676,0.554
17.172,7.0,57.0,505.5,6.356,0.038
15.478,10.0,65.0,500.0,7.210,0.092
20.244,6.5,46.5,450.5,4.591,0.011
20.110,10.0,60.5,410.5,6.406,0.024
23.252,7.0,47.5,381.5,5.640,0.006
20.165,8.5,62.5,399.5,5.785,0.023
6.377,12.0,72.5,584.0,7.079,2.022
9.653,8.0,55.5,502.0,4.510,0.287
8.056,10.5,62.0,590.0,5.054,0.932
6.283,12.5,89.5,608.0,7.305,3.393
10.548,8.5,57.0,521.5,4.510,0.264
9.722,10.5,73.0,512.0,5.399,0.529
8.527,10.0,80.0,573.0,6.120,1.305
9.891,13.0,83.5,564.5,7.235,1.095
13.949,11.0,59.5,514.5,5.729,0.123
16.875,8.0,50.0,447.0,4.510,0.058
3.416,10.0,94.5,667.5,9.817,14.302
12.094,9.0,66.5,558.5,8.033,0.218
8.903,10.0,92.5,583.0,7.871,1.728
14.657,9.5,68.0,494.0,5.123,0.127
14.361,11.0,69.0,498.0,5.054,0.150
17.919,9.5,59.5,434.0,4.510,0.040
15.818,11.0,61.0,474.0,5.054,0.082
12.721,13.0,74.5,530.0,7.037,0.358
10.393,12.0,82.5,581.0,7.364,0.827
6.642,11.0,85.5,609.5,7.803,2.946
10.350,9.0,77.0,613.0,7.482,0.674
8.562,12.0,85.0,607.5,8.337,1.773
13.205,8.5,66.5,558.0,5.718,0.153
13.472,12.0,80.5,518.0,7.533,0.300
16.244,9.0,67.5,489.0,6.767,0.069
14.167,10.5,82.5,507.0,6.912,0.204
8.545,8.0,36.0,422.0,2.570,0.300
11.131,10.5,42.5,510.0,3.115,0.171
